Study ID,Last Run Date,Last Run Time,Last Successful Run Date,Last Successful Run Time,Next Run Date,Next Run Time,Occurrence,Estimated Execution Time,N: File Count,N: Total File Size (MB),Number of Stale Data Files Detected,Problem Detected
EAY191-N4,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:30:00,Daily,00:10:00,68,37.97,0,
NRG-BN001,2024-02-04,01:10:00,2024-02-04,01:10:00,2024-02-05,01:00:00,Daily,00:10:00,61,1009.48,0,
NRG-BN002,2024-01-30,01:20:00,2024-01-30,01:20:00,2024-02-06,01:05:00,Weekly,00:15:00,0,,0,
NRG-BN003,2024-02-04,02:20:00,2024-02-04,02:20:00,2024-02-05,02:10:00,Daily,00:10:00,53,104.94,0,
NRG-BN005,2024-02-04,01:20:00,2024-02-04,01:20:00,2024-02-05,01:15:00,Daily,00:05:00,62,141.34,0,
NRG-BN007,2024-02-04,01:20:00,2024-02-04,01:20:00,2024-02-05,01:20:00,Daily,00:00:00,73,903.59,0,
NRG-BN009,2024-02-04,01:10:00,2024-02-04,01:10:00,2024-02-05,00:55:00,Daily,00:15:00,65,17.85,0,
NRG-BN010,2024-02-04,04:00:00,2024-02-04,04:00:00,2024-02-05,03:59:00,Daily,00:01:00,63,41.76,0,
NRG-BN011,2024-02-03,23:30:00,2024-02-03,23:30:00,2024-02-04,23:24:57,Daily,00:05:03,62,281.36,0,
NRG-BN012,2024-02-04,07:50:00,2024-02-04,07:50:00,2024-02-05,07:45:00,Daily,00:05:00,51,38.49,0,
NRG-BR001,2024-01-30,01:30:00,2024-01-30,01:30:00,2024-02-06,01:25:00,Weekly,00:05:00,0,,0,
NRG-BR002,2024-02-04,02:40:00,2024-02-04,02:40:00,2024-02-05,02:30:00,Daily,00:10:00,55,123.7,0,
NRG-BR003,2024-02-01,02:40:00,2024-02-01,02:40:00,2024-02-08,02:35:00,Weekly,00:05:00,0,,0,
NRG-BR004,2024-02-04,05:10:00,2024-02-04,05:10:00,2024-02-05,05:10:00,Daily,00:00:00,88,2681.53,0,
NRG-BR005,2024-02-04,01:50:00,2024-02-04,01:50:00,2024-02-05,01:45:00,Daily,00:05:00,35,27.31,0,
NRG-BR007,2024-02-04,01:50:00,2024-02-04,01:50:00,2024-02-05,01:50:00,Daily,00:00:00,72,504.63,0,
NRG-BR008,2024-02-03,23:20:00,2024-02-03,23:20:00,2024-02-04,23:20:00,Daily,00:00:00,70,7.42,0,
NRG-BR009,2024-02-04,00:10:00,2024-02-04,00:10:00,2024-02-05,00:10:00,Daily,00:00:00,62,5.36,0,
NRG-CC003,2024-02-04,02:20:00,2024-02-04,02:20:00,2024-02-05,02:05:00,Daily,00:15:00,82,543.85,0,
NRG-CC004,2024-02-04,02:20:00,2024-02-04,02:20:00,2024-02-05,02:10:00,Daily,00:10:00,43,229.14,0,
NRG-CC005,2024-02-04,04:10:00,2024-02-04,04:10:00,2024-02-05,04:05:00,Daily,00:05:00,46,245.33,0,
NRG-CC007CD,2024-02-04,02:20:00,2024-02-04,02:20:00,2024-02-05,02:15:00,Daily,00:05:00,34,182.38,0,
NRG-CC008,2024-02-04,02:20:00,2024-02-04,02:20:00,2024-02-05,02:20:00,Daily,00:00:00,63,372.73,0,
NRG-CC009,2024-02-04,02:40:00,2024-02-04,02:40:00,2024-02-05,02:25:00,Daily,00:15:00,65,76.9,0,
NRG-CC010,2024-02-03,18:40:00,2024-02-03,18:40:00,2024-02-04,18:35:00,Daily,00:05:00,43,21.64,0,
NRG-DT001,2024-02-04,02:40:00,2024-02-04,02:40:00,2024-02-05,02:30:00,Daily,00:10:00,54,130.4,0,
NRGF-001,2024-02-04,07:50:00,2024-02-04,07:50:00,2024-02-05,07:48:00,Daily,00:02:00,42,0.76,0,
NRG-GI002,2024-01-30,02:40:00,2024-01-30,02:40:00,2024-02-06,02:35:00,Weekly,00:05:00,0,,0,
NRG-GI003,2024-02-04,02:40:00,2024-02-04,02:40:00,2024-02-05,02:40:00,Daily,00:00:00,48,182.32,0,
NRG-GI004,2024-02-04,02:50:00,2024-02-04,02:50:00,2024-02-05,02:50:00,Daily,00:00:00,56,443.76,0,
NRG-GI005,2024-02-03,03:00:00,2024-02-03,03:00:00,2024-02-10,02:55:00,Weekly,00:05:00,0,,0,
NRG-GI006,2024-02-04,03:00:00,2024-02-04,03:00:00,2024-02-05,03:00:00,Daily,00:00:00,73,451.95,0,
NRG-GI007,2024-02-04,04:40:00,2024-02-04,04:40:00,2024-02-05,04:40:00,Daily,00:00:00,51,24.35,0,
NRG-GI008,2024-02-04,03:50:00,2024-02-04,03:50:00,2024-02-05,03:43:00,Daily,00:07:00,61,173.27,0,
NRG-GU002,2024-02-04,03:10:00,2024-02-04,03:10:00,2024-02-05,03:05:00,Daily,00:05:00,49,250.25,0,
NRG-GU003,2024-02-04,03:10:00,2024-02-04,03:10:00,2024-02-05,03:10:00,Daily,00:00:00,47,259.36,0,
NRG-GU005,2024-02-04,03:20:00,2024-02-04,03:20:00,2024-02-05,03:15:00,Daily,00:05:00,54,732.95,0,
NRG-GU006,2024-02-04,03:20:00,2024-02-04,03:20:00,2024-02-05,03:20:00,Daily,00:00:00,50,469.87,0,
NRG-GU007,2024-02-04,03:30:00,2024-02-04,03:30:00,2024-02-05,03:25:00,Daily,00:05:00,44,90.36,0,
NRG-GU008,2024-02-04,03:30:00,2024-02-04,03:30:00,2024-02-05,03:30:00,Daily,00:00:00,59,428.49,0,
NRG-GU009,2024-02-04,04:40:00,2024-02-04,04:40:00,2024-02-05,04:35:00,Daily,00:05:00,81,1972.3,0,
NRG-GU010,2024-02-04,04:50:00,2024-02-04,04:50:00,2024-02-05,04:45:00,Daily,00:05:00,60,894.58,0,
NRG-GU011,2024-02-04,04:20:00,2024-02-04,04:20:00,2024-02-05,04:15:00,Daily,00:05:00,58,127.46,0,
NRG-GU012,2023-02-15,16:43:51,,,2023-02-15,16:51:56.963000,Daily,,0,,0,
NRG-GU012,2024-02-04,07:50:00,2024-01-25,07:50:00,2024-02-05,07:50:00,Daily,00:00:00,0,,0,[A] [G] Zip file creation process failed
NRG-GU013,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:15:00,Daily,00:25:00,53,1.46,0,
NRG-GY003,2024-01-30,01:20:00,2024-01-30,01:20:00,2024-02-06,00:55:00,Weekly,00:25:00,0,,0,
NRG-GY004,2024-01-30,00:50:00,2024-01-30,00:50:00,2024-02-06,00:50:00,Weekly,00:00:00,0,,0,
NRG-GY005,2024-02-04,01:10:00,2024-02-04,01:10:00,2024-02-05,00:45:00,Daily,00:25:00,67,3181.66,0,
NRG-GY006,2024-02-04,01:40:00,2024-02-04,01:40:00,2024-02-05,01:40:00,Daily,00:00:00,73,1842.67,0,
NRG-GY007,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:35:00,Daily,00:05:00,83,1070.91,0,
NRG-GY009,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:30:00,Daily,00:10:00,77,2960.2,0,
NRG-GY012,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:25:00,Daily,00:15:00,68,1541.48,0,
NRG-GY014,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:20:00,Daily,00:20:00,60,266.96,0,
NRG-GY016,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:15:00,Daily,00:25:00,61,106.89,0,
NRG-GY017,2024-02-04,00:10:00,2024-02-04,00:10:00,2024-02-05,00:10:00,Daily,00:00:00,71,208.2,0,
NRG-GY018,2024-02-04,00:10:00,2024-02-04,00:10:00,2024-02-05,00:05:00,Daily,00:05:00,85,18592.41,0,
NRG-GY019,2024-02-04,00:00:00,2024-02-04,00:00:00,2024-02-05,00:00:00,Daily,00:00:00,58,2592.88,0,
NRG-GY020,2024-02-04,00:40:00,2024-02-04,00:40:00,2024-02-05,00:30:00,Daily,00:10:00,67,511.07,0,
NRG-GY021,2024-02-03,23:50:00,2024-02-03,23:50:00,2024-02-04,23:50:00,Daily,00:00:00,64,332.76,0,
NRG-GY022,2024-02-03,23:50:00,2024-02-03,23:50:00,2024-02-04,23:45:00,Daily,00:05:00,32,123.94,0,
NRG-GY023,2024-02-03,23:40:00,2024-02-03,23:40:00,2024-02-04,23:40:00,Daily,00:00:00,68,407.92,0,
NRG-GY024,2024-02-03,23:30:00,2024-02-03,23:30:00,2024-02-04,23:30:00,Daily,00:00:00,13,0.71,0,
NRG-GY025,2024-02-03,23:40:00,2024-02-03,23:40:00,2024-02-04,23:35:00,Daily,00:05:00,64,57.4,0,
NRG-GY026,2024-02-04,01:40:00,2024-02-04,01:40:00,2024-02-05,01:37:00,Daily,00:03:00,72,309.75,0,
NRG-GY027,2024-02-03,23:30:00,2024-02-03,23:30:00,2024-02-04,23:25:00,Daily,00:05:00,68,36.06,0,
NRG-GY028,2024-02-04,03:20:00,2024-02-04,03:20:00,2024-02-05,03:15:00,Daily,00:05:00,64,16.16,0,
NRG-GY031,2024-02-04,00:40:00,2024-02-02,00:30:00,2024-02-05,00:20:00,Daily,00:10:00,0,,0,[A] [G] Zip file creation process failed
NRG-HN001,2024-02-04,05:00:00,2024-02-04,05:00:00,2024-02-05,05:00:00,Daily,00:00:00,71,2612.46,0,
NRG-HN002,2024-02-02,06:20:00,2024-02-02,06:20:00,2024-02-09,06:05:00,Weekly,00:15:00,0,,0,
NRG-HN003,2024-01-30,05:10:00,2024-01-30,05:10:00,2024-02-06,05:10:00,Weekly,00:00:00,0,,0,
NRG-HN004,2024-02-04,05:20:00,2024-02-04,05:20:00,2024-02-05,05:15:00,Daily,00:05:00,74,1461.93,0,
NRG-HN005,2024-02-04,05:20:00,2024-02-04,05:20:00,2024-02-05,05:20:00,Daily,00:00:00,72,1527.51,0,
NRG-HN006,2024-02-03,21:10:00,2024-02-03,21:10:00,2024-02-04,21:04:03,Daily,00:05:57,76,232.62,0,
NRG-HN007,2024-02-04,05:30:00,2024-02-04,05:30:00,2024-02-05,05:30:00,Daily,00:00:00,53,72.84,0,
NRG-HN008,2024-02-04,04:50:00,2024-02-04,04:50:00,2024-02-05,04:50:00,Daily,00:00:00,53,37.55,0,
NRG-HN009,2024-02-04,05:00:00,2024-02-04,05:00:00,2024-02-05,04:55:00,Daily,00:05:00,55,682.8,0,
NRG-HN010,2024-02-04,07:00:00,2024-02-04,07:00:00,2024-02-05,06:55:00,Daily,00:05:00,42,13.2,0,
NRG-LU001,2024-01-30,05:40:00,2024-01-30,05:40:00,2024-02-06,05:35:00,Weekly,00:05:00,0,,0,
NRG-LU002,2024-02-03,15:30:00,2024-02-03,15:30:00,2024-02-04,15:30:12,Daily,00:00:12,64,811.31,0,
NRG-LU003,2024-01-30,05:50:00,2024-01-30,05:50:00,2024-02-06,05:45:00,Weekly,00:05:00,0,,0,
NRG-LU004,2024-02-04,05:50:00,2024-02-04,05:50:00,2024-02-05,05:50:00,Daily,00:00:00,46,136.85,0,
